Clark Y

1.00000000     0.00000000
0.97961867     0.00478275
0.95923734     0.00946900
0.93885602     0.01408197
0.91847469     0.01863371
0.89809336     0.02312736
0.87771203     0.02755910
0.85733070     0.03191998
0.83694938     0.03619745
0.81656805     0.04037677
0.79618672     0.04444219
0.77580539     0.04837800
0.75542406     0.05216929
0.73504274     0.05580269
0.71466141     0.05926680
0.69428008     0.06255263
0.67389875     0.06565369
0.65351742     0.06856616
0.63313609     0.07128874
0.61275477     0.07382253
0.59237344     0.07617068
0.57199211     0.07833805
0.55161078     0.08033065
0.53122945     0.08215515
0.51084813     0.08381817
0.49046680     0.08532565
0.47008547     0.08668207
0.44970414     0.08788970
0.42932281     0.08894781
0.40894149     0.08985191
0.38856016     0.09059295
0.36817883     0.09115666
0.34779750     0.09152281
0.32741617     0.09166465
0.30703485     0.09154844
0.28665352     0.09113306
0.26627219     0.09036984
0.24589086     0.08920249
0.22550953     0.08756734
0.20512821     0.08539368
0.20000000     0.08475299
0.19487179     0.08407207
0.18974359     0.08334960
0.18461538     0.08258427
0.17948718     0.08177473
0.17435897     0.08091959
0.16923077     0.08001749
0.16410256     0.07906701
0.15897436     0.07806673
0.15384615     0.07701521
0.14871795     0.07591099
0.14358974     0.07475261
0.13846154     0.07353857
0.13333333     0.07226734
0.12820513     0.07093740
0.12307692     0.06954717
0.11794872     0.06809506
0.11282051     0.06657941
0.10769231     0.06499853
0.10256410     0.06335066
0.09743590     0.06163394
0.09230769     0.05984641
0.08717949     0.05798596
0.08205128     0.05605027
0.07692308     0.05403678
0.07179487     0.05194255
0.06666667     0.04976421
0.06153846     0.04749771
0.05641026     0.04513812
0.05128205     0.04267923
0.04615385     0.04011306
0.04102564     0.03742891
0.03589744     0.03461203
0.03076923     0.03164123
0.02564103     0.02848443
0.02051282     0.02508997
0.01538462     0.02136651
0.01025641     0.01712746
0.00512821     0.01186929
0.00000000     0.00000000
0.00512821     -0.01126492
0.01025641     -0.01546082
0.01538462     -0.01838140
0.02051282     -0.02060935
0.02564103     -0.02237975
0.03076923     -0.02381803
0.03589744     -0.02500156
0.04102564     -0.02598260
0.04615385     -0.02679869
0.05128205     -0.02747806
0.05641026     -0.02804260
0.06153846     -0.02850978
0.06666667     -0.02889379
0.07179487     -0.02920636
0.07692308     -0.02945732
0.08205128     -0.02965496
0.08717949     -0.02980639
0.09230769     -0.02991769
0.09743590     -0.02999415
0.10256410     -0.03004032
0.10769231     -0.03006021
0.11282051     -0.03005729
0.11794872     -0.03003463
0.12307692     -0.02999491
0.12820513     -0.02994048
0.13333333     -0.02987342
0.13846154     -0.02979555
0.14358974     -0.02970846
0.14871795     -0.02961356
0.15384615     -0.02951208
0.15897436     -0.02940509
0.16410256     -0.02929353
0.16923077     -0.02917821
0.17435897     -0.02905982
0.17948718     -0.02893898
0.18461538     -0.02881619
0.18974359     -0.02869188
0.19487179     -0.02856643
0.20000000     -0.02844012
0.20512821     -0.02831321
0.22550953     -0.02780593
0.24589086     -0.02729727
0.26627219     -0.02678617
0.28665352     -0.02626761
0.30703485     -0.02573467
0.32741617     -0.02518009
0.34779750     -0.02459728
0.36817883     -0.02398095
0.38856016     -0.02332752
0.40894149     -0.02263528
0.42932281     -0.02190443
0.44970414     -0.02113697
0.47008547     -0.02033650
0.49046680     -0.01950796
0.51084813     -0.01865732
0.53122945     -0.01779125
0.55161078     -0.01691680
0.57199211     -0.01604098
0.59237344     -0.01517049
0.61275477     -0.01431140
0.63313609     -0.01346882
0.65351742     -0.01264673
0.67389875     -0.01184772
0.69428008     -0.01107293
0.71466141     -0.01032191
0.73504274     -0.00959270
0.75542406     -0.00888182
0.77580539     -0.00818453
0.79618672     -0.00749499
0.81656805     -0.00680668
0.83694938     -0.00611280
0.85733070     -0.00540685
0.87771203     -0.00468327
0.89809336     -0.00393823
0.91847469     -0.00317049
0.93885602     -0.00238246
0.95923734     -0.00158132
0.97961867     -0.00078028
1.00000000     -0.00000000
